Beam1,Beam1,150,16.67,None,0.00
Beam2,Beam2,150,16.67,None,0.00
Beam3,Beam3,150,16.67,None,0.00
Beam4,Beam4,150,16.67,None,0.00
Beam5,Beam5,150,16.67,None,0.00
Beam6,Beam6,150,16.67,None,0.00
Beam7,Beam7,150,16.67,None,0.00
Beam8,Beam8,150,16.67,None,0.00
Beam9,Beam9,150,16.67,None,0.00
Beam10,Beam10,150,16.67,None,0.00
Beam11,Beam11,150,16.67,None,0.00
Beam12,Beam12,150,16.67,None,0.00
Beam13,Beam13,150,16.67,None,0.00
Beam14,Beam14,150,16.67,None,0.00
Beam15,Beam15,150,16.67,None,0.00
Beam16,Beam16,150,16.67,None,0.00
Beam17,Beam17,150,16.67,None,0.00
Beam18,Beam18,150,16.67,None,0.00
Beam19,Beam19,150,16.67,None,0.00
Beam20,Beam20,150,16.67,None,0.00
Beam21,Beam21,150,16.67,None,0.00
Beam22,Beam22,150,16.67,None,0.00
Beam23,Beam23,150,16.67,None,0.00
Beam24,Beam24,150,16.67,None,0.00
